Año	Mes	Dia	DiaSemana	Hora	Minuto	Cuenta	A/N
2018	7	3	1	       	0	0	0	Normal
2018	7	3	1	       	0	10	0	Normal
2018	7	3	1	       	0	20	0	Normal
2018	7	3	1	       	0	30	0	Normal
2018	7	3	1	       	0	40	0	Normal
2018	7	3	1	       	0	50	0	Normal
2018	7	3	1	       	1	0	0	Normal
2018	7	3	1	       	1	10	0	Normal
2018	7	3	1	       	1	20	0	Normal
2018	7	3	1	       	1	30	0	Normal
2018	7	3	1	       	1	40	0	Normal
2018	7	3	1	       	1	50	0	Normal
2018	7	3	1	       	2	0	0	Normal
2018	7	3	1	       	2	10	0	Normal
2018	7	3	1	       	2	20	0	Normal
2018	7	3	1	       	2	30	0	Normal
2018	7	3	1	       	2	40	0	Normal
2018	7	3	1	       	2	50	0	Normal
2018	7	3	1	       	3	0	0	Normal
2018	7	3	1	       	3	10	0	Normal
2018	7	3	1	       	3	20	0	Normal
2018	7	3	1	       	3	30	0	Normal
2018	7	3	1	       	3	40	0	Normal
2018	7	3	1	       	3	50	0	Normal
2018	7	3	1	       	4	0	0	Normal
2018	7	3	1	       	4	10	0	Normal
2018	7	3	1	       	4	20	0	Normal
2018	7	3	1	       	4	30	0	Normal
2018	7	3	1	       	4	40	0	Normal
2018	7	3	1	       	4	50	0	Normal
2018	7	3	1	       	5	0	0	Normal
2018	7	3	1	       	5	10	0	Normal
2018	7	3	1	       	5	20	0	Normal
2018	7	3	1	       	5	30	0	Normal
2018	7	3	1	       	5	40	0	Normal
2018	7	3	1	       	5	50	0	Normal
2018	7	3	1	       	6	0	0	Normal
2018	7	3	1	       	6	10	0	Normal
2018	7	3	1	       	6	20	0	Normal
2018	7	3	1	       	6	30	0	Normal
2018	7	3	1	       	6	40	0	Normal
2018	7	3	1	       	6	50	0	Normal
2018	7	3	1	       	7	0	15	Normal
2018	7	3	1	       	7	10	16	Normal
2018	7	3	1	       	7	20	15	Normal
2018	7	3	1	       	7	30	14	Normal
2018	7	3	1	       	7	40	15	Normal
2018	7	3	1	       	7	50	14	Normal
2018	7	3	1	       	8	0	11	Normal
2018	7	3	1	       	8	10	15	Normal
2018	7	3	1	       	8	20	16	Normal
2018	7	3	1	       	8	30	14	Normal
2018	7	3	1	       	8	40	13	Normal
2018	7	3	1	       	8	50	18	Normal
2018	7	3	1	       	9	0	18	Normal
2018	7	3	1	       	9	10	17	Normal
2018	7	3	1	       	9	20	16	Normal
2018	7	3	1	       	9	30	17	Normal
2018	7	3	1	       	9	40	12	Normal
2018	7	3	1	       	9	50	10	Normal
2018	7	3	1	       	10	0	15	Normal
2018	7	3	1	       	10	10	14	Normal
2018	7	3	1	       	10	20	16	Normal
2018	7	3	1	       	10	30	16	Normal
2018	7	3	1	       	10	40	14	Normal
2018	7	3	1	       	10	50	16	Normal
2018	7	3	1	       	11	0	17	Normal
2018	7	3	1	       	11	10	15	Normal
2018	7	3	1	       	11	20	17	Normal
2018	7	3	1	       	11	30	16	Normal
2018	7	3	1	       	11	40	18	Normal
2018	7	3	1	       	11	50	15	Normal
2018	7	3	1	       	12	0	12	Normal
2018	7	3	1	       	12	10	17	Normal
2018	7	3	1	       	12	20	13	Normal
2018	7	3	1	       	12	30	16	Normal
2018	7	3	1	       	12	40	16	Normal
2018	7	3	1	       	12	50	15	Normal
2018	7	3	1	       	13	0	16	Normal
2018	7	3	1	       	13	10	17	Normal
2018	7	3	1	       	13	20	18	Normal
2018	7	3	1	       	13	30	15	Normal
2018	7	3	1	       	13	40	14	Normal
2018	7	3	1	       	13	50	16	Normal
2018	7	3	1	       	14	0	14	Normal
2018	7	3	1	       	14	10	17	Normal
2018	7	3	1	       	14	20	16	Normal
2018	7	3	1	       	14	30	19	Normal
2018	7	3	1	       	14	40	16	Normal
2018	7	3	1	       	14	50	19	Normal
2018	7	3	1	       	15	0	10	Normal
2018	7	3	1	       	15	10	15	Normal
2018	7	3	1	       	15	20	13	Normal
2018	7	3	1	       	15	30	17	Normal
2018	7	3	1	       	15	40	14	Normal
2018	7	3	1	       	15	50	17	Normal
2018	7	3	1	       	16	0	16	Normal
2018	7	3	1	       	16	10	14	Normal
2018	7	3	1	       	16	20	15	Normal
2018	7	3	1	       	16	30	14	Normal
2018	7	3	1	       	16	40	14	Normal
2018	7	3	1	       	16	50	17	Normal
2018	7	3	1	       	17	0	14	Normal
2018	7	3	1	       	17	10	14	Normal
2018	7	3	1	       	17	20	19	Normal
2018	7	3	1	       	17	30	17	Normal
2018	7	3	1	       	17	40	20	Normal
2018	7	3	1	       	17	50	14	Normal
2018	7	3	1	       	18	0	0	Normal
2018	7	3	1	       	18	10	0	Normal
2018	7	3	1	       	18	20	0	Normal
2018	7	3	1	       	18	30	0	Normal
2018	7	3	1	       	18	40	0	Normal
2018	7	3	1	       	18	50	0	Normal
2018	7	3	1	       	19	0	0	Normal
2018	7	3	1	       	19	10	0	Normal
2018	7	3	1	       	19	20	0	Normal
2018	7	3	1	       	19	30	0	Normal
2018	7	3	1	       	19	40	0	Normal
2018	7	3	1	       	19	50	0	Normal
2018	7	3	1	       	20	0	0	Normal
2018	7	3	1	       	20	10	0	Normal
2018	7	3	1	       	20	20	0	Normal
2018	7	3	1	       	20	30	0	Normal
2018	7	3	1	       	20	40	0	Normal
2018	7	3	1	       	20	50	0	Normal
2018	7	3	1	       	21	0	0	Normal
2018	7	3	1	       	21	10	0	Normal
2018	7	3	1	       	21	20	0	Normal
2018	7	3	1	       	21	30	0	Normal
2018	7	3	1	       	21	40	0	Normal
2018	7	3	1	       	21	50	0	Normal
2018	7	3	1	       	22	0	0	Normal
2018	7	3	1	       	22	10	0	Normal
2018	7	3	1	       	22	20	0	Normal
2018	7	3	1	       	22	30	0	Normal
2018	7	3	1	       	22	40	0	Normal
2018	7	3	1	       	22	50	0	Normal
2018	7	3	1	       	23	0	0	Normal
2018	7	3	1	       	23	10	0	Normal
2018	7	3	1	       	23	20	0	Normal
2018	7	3	1	       	23	30	0	Normal
2018	7	3	1	       	23	40	0	Normal
2018	7	3	1	       	23	50	0	Normal
2018	7	4	2	       	0	0	0	Normal
2018	7	4	2	       	0	10	0	Normal
2018	7	4	2	       	0	20	0	Normal
2018	7	4	2	       	0	30	0	Normal
2018	7	4	2	       	0	40	0	Normal
2018	7	4	2	       	0	50	0	Normal
2018	7	4	2	       	1	0	0	Normal
2018	7	4	2	       	1	10	0	Normal
2018	7	4	2	       	1	20	0	Normal
2018	7	4	2	       	1	30	0	Normal
2018	7	4	2	       	1	40	0	Normal
2018	7	4	2	       	1	50	0	Normal
2018	7	4	2	       	2	0	0	Normal
2018	7	4	2	       	2	10	0	Normal
2018	7	4	2	       	2	20	0	Normal
2018	7	4	2	       	2	30	0	Normal
2018	7	4	2	       	2	40	0	Normal
2018	7	4	2	       	2	50	0	Normal
2018	7	4	2	       	3	0	0	Normal
2018	7	4	2	       	3	10	0	Normal
2018	7	4	2	       	3	20	0	Normal
2018	7	4	2	       	3	30	0	Normal
2018	7	4	2	       	3	40	0	Normal
2018	7	4	2	       	3	50	0	Normal
2018	7	4	2	       	4	0	0	Normal
2018	7	4	2	       	4	10	0	Normal
2018	7	4	2	       	4	20	0	Normal
2018	7	4	2	       	4	30	0	Normal
2018	7	4	2	       	4	40	0	Normal
2018	7	4	2	       	4	50	0	Normal
2018	7	4	2	       	5	0	0	Normal
2018	7	4	2	       	5	10	0	Normal
2018	7	4	2	       	5	20	0	Normal
2018	7	4	2	       	5	30	0	Normal
2018	7	4	2	       	5	40	0	Normal
2018	7	4	2	       	5	50	0	Normal
2018	7	4	2	       	6	0	0	Normal
2018	7	4	2	       	6	10	0	Normal
2018	7	4	2	       	6	20	0	Normal
2018	7	4	2	       	6	30	0	Normal
2018	7	4	2	       	6	40	0	Normal
2018	7	4	2	       	6	50	0	Normal
2018	7	4	2	       	7	0	20	Normal
2018	7	4	2	       	7	10	15	Normal
2018	7	4	2	       	7	20	17	Normal
2018	7	4	2	       	7	30	15	Normal
2018	7	4	2	       	7	40	17	Normal
2018	7	4	2	       	7	50	16	Normal
2018	7	4	2	       	8	0	16	Normal
2018	7	4	2	       	8	10	17	Normal
2018	7	4	2	       	8	20	14	Normal
2018	7	4	2	       	8	30	15	Normal
2018	7	4	2	       	8	40	13	Normal
2018	7	4	2	       	8	50	15	Normal
2018	7	4	2	       	9	0	12	Normal
2018	7	4	2	       	9	10	12	Normal
2018	7	4	2	       	9	20	12	Normal
2018	7	4	2	       	9	30	13	Normal
2018	7	4	2	       	9	40	14	Normal
2018	7	4	2	       	9	50	23	Normal
2018	7	4	2	       	10	0	12	Normal
2018	7	4	2	       	10	10	14	Normal
2018	7	4	2	       	10	20	13	Normal
2018	7	4	2	       	10	30	15	Normal
2018	7	4	2	       	10	40	13	Normal
2018	7	4	2	       	10	50	15	Normal
2018	7	4	2	       	11	0	16	Normal
2018	7	4	2	       	11	10	18	Normal
2018	7	4	2	       	11	20	17	Normal
2018	7	4	2	       	11	30	15	Normal
2018	7	4	2	       	11	40	12	Normal
2018	7	4	2	       	11	50	15	Normal
2018	7	4	2	       	12	0	15	Normal
2018	7	4	2	       	12	10	14	Normal
2018	7	4	2	       	12	20	15	Normal
2018	7	4	2	       	12	30	15	Normal
2018	7	4	2	       	12	40	13	Normal
2018	7	4	2	       	12	50	18	Normal
2018	7	4	2	       	13	0	18	Normal
2018	7	4	2	       	13	10	13	Normal
2018	7	4	2	       	13	20	14	Normal
2018	7	4	2	       	13	30	11	Normal
2018	7	4	2	       	13	40	13	Normal
2018	7	4	2	       	13	50	16	Normal
2018	7	4	2	       	14	0	13	Normal
2018	7	4	2	       	14	10	14	Normal
2018	7	4	2	       	14	20	13	Normal
2018	7	4	2	       	14	30	15	Normal
2018	7	4	2	       	14	40	15	Normal
2018	7	4	2	       	14	50	12	Normal
2018	7	4	2	       	15	0	19	Normal
2018	7	4	2	       	15	10	13	Normal
2018	7	4	2	       	15	20	16	Normal
2018	7	4	2	       	15	30	12	Normal
2018	7	4	2	       	15	40	14	Normal
2018	7	4	2	       	15	50	16	Normal
2018	7	4	2	       	16	0	12	Normal
2018	7	4	2	       	16	10	17	Normal
2018	7	4	2	       	16	20	14	Normal
2018	7	4	2	       	16	30	17	Normal
2018	7	4	2	       	16	40	13	Normal
2018	7	4	2	       	16	50	13	Normal
2018	7	4	2	       	17	0	15	Normal
2018	7	4	2	       	17	10	16	Normal
2018	7	4	2	       	17	20	13	Normal
2018	7	4	2	       	17	30	19	Normal
2018	7	4	2	       	17	40	14	Normal
2018	7	4	2	       	17	50	14	Normal
2018	7	4	2	       	18	0	0	Normal
2018	7	4	2	       	18	10	0	Normal
2018	7	4	2	       	18	20	0	Normal
2018	7	4	2	       	18	30	0	Normal
2018	7	4	2	       	18	40	0	Normal
2018	7	4	2	       	18	50	0	Normal
2018	7	4	2	       	19	0	0	Normal
2018	7	4	2	       	19	10	0	Normal
2018	7	4	2	       	19	20	0	Normal
2018	7	4	2	       	19	30	0	Normal
2018	7	4	2	       	19	40	0	Normal
2018	7	4	2	       	19	50	0	Normal
2018	7	4	2	       	20	0	0	Normal
2018	7	4	2	       	20	10	0	Normal
2018	7	4	2	       	20	20	0	Normal
2018	7	4	2	       	20	30	0	Normal
2018	7	4	2	       	20	40	0	Normal
2018	7	4	2	       	20	50	0	Normal
2018	7	4	2	       	21	0	0	Normal
2018	7	4	2	       	21	10	0	Normal
2018	7	4	2	       	21	20	0	Normal
2018	7	4	2	       	21	30	0	Normal
2018	7	4	2	       	21	40	0	Normal
2018	7	4	2	       	21	50	0	Normal
2018	7	4	2	       	22	0	0	Normal
2018	7	4	2	       	22	10	0	Normal
2018	7	4	2	       	22	20	0	Normal
2018	7	4	2	       	22	30	0	Normal
2018	7	4	2	       	22	40	0	Normal
2018	7	4	2	       	22	50	0	Normal
2018	7	4	2	       	23	0	0	Normal
2018	7	4	2	       	23	10	0	Normal
2018	7	4	2	       	23	20	0	Normal
2018	7	4	2	       	23	30	0	Normal
2018	7	4	2	       	23	40	0	Normal
2018	7	4	2	       	23	50	0	Normal
2018	7	5	3	       	0	0	0	Normal
2018	7	5	3	       	0	10	0	Normal
2018	7	5	3	       	0	20	0	Normal
2018	7	5	3	       	0	30	0	Normal
2018	7	5	3	       	0	40	0	Normal
2018	7	5	3	       	0	50	0	Normal
2018	7	5	3	       	1	0	0	Normal
2018	7	5	3	       	1	10	0	Normal
2018	7	5	3	       	1	20	0	Normal
2018	7	5	3	       	1	30	0	Normal
2018	7	5	3	       	1	40	0	Normal
2018	7	5	3	       	1	50	0	Normal
2018	7	5	3	       	2	0	0	Normal
2018	7	5	3	       	2	10	0	Normal
2018	7	5	3	       	2	20	0	Normal
2018	7	5	3	       	2	30	0	Normal
2018	7	5	3	       	2	40	0	Normal
2018	7	5	3	       	2	50	0	Normal
2018	7	5	3	       	3	0	0	Normal
2018	7	5	3	       	3	10	0	Normal
2018	7	5	3	       	3	20	0	Normal
2018	7	5	3	       	3	30	0	Normal
2018	7	5	3	       	3	40	0	Normal
2018	7	5	3	       	3	50	0	Normal
2018	7	5	3	       	4	0	0	Normal
2018	7	5	3	       	4	10	0	Normal
2018	7	5	3	       	4	20	0	Normal
2018	7	5	3	       	4	30	0	Normal
2018	7	5	3	       	4	40	0	Normal
2018	7	5	3	       	4	50	0	Normal
2018	7	5	3	       	5	0	0	Normal
2018	7	5	3	       	5	10	0	Normal
2018	7	5	3	       	5	20	0	Normal
2018	7	5	3	       	5	30	0	Normal
2018	7	5	3	       	5	40	0	Normal
